FILENAME,websites,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw155696.txt,http://www.100dof.com,21,www.100dof.com,14,0,com,100,1,0.5229071,0.043297781,3,1,0,0,0,6,0.286,3,0.143,0,0,0,1,0.048,0,11,74,1,100dof,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw51679.txt,http://www.webhop.net,20,www.webhop.net,14,0,net,90.37037037,1,0.0384199,0.052690336,3,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080804.txt,https://olauusuuuduusisiddd.s3.us-east-005.backblazeb2.com/index+(1).html,73,olauusuuuduusisiddd.s3.us-east-005.backblazeb2.com,50,0,com,18.67097006,0.5,0.5229071,0.044821224,3,3,0,0,0,48,0.658,6,0.082,0,0,0,11,0.151,1,7,155,0,0,2.173913043,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764819.txt,https://www.ngkhai.com,21,www.ngkhai.com,14,0,com,100,1,0.5229071,0.055705226,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,764,17175,1,ngkhai,100,100,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,19,22,20,53,0,62,1
8037989.txt,https://santafe.onlinehomebank.repl.co/,38,santafe.onlinehomebank.repl.co,30,0,co,45.82466181,0.555555556,0.0059772,0.06292058,2,2,0,0,0,27,0.711,0,0,0,0,0,3,0.079,1,198,869,1,santafeonlinehomebankrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
470506.txt,https://www.amaranthineblooms.com,32,www.amaranthineblooms.com,25,0,com,100,1,0.5229071,0.06727534,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1934,21081,1,amaranthineblooms,100,100,0,0,1,1,1,1,0,20,0,1,1,1,1,1,1,0,1,23,43,21,139,0,20,1
469812.txt,https://www.unima.org,20,www.unima.org,13,0,org,100,1,0.0799628,0.065777266,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,3167,26339,1,unima,100,100,0,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,89,21,42,226,15,246,1
472253.txt,https://www.wirtschaft-muenchen.de,33,www.wirtschaft-muenchen.de,26,0,de,100,0.578947368,0.0326503,0.053134092,2,1,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,672,9954,1,wirtschaft-muenchen,100,100,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,6,21,32,39,0,42,1
255370.txt,https://www.ocamping.fr,22,www.ocamping.fr,15,0,fr,100,1,0.0141483,0.05636278,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,6764,70984,1,ocamping,100,100,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,1326,2,0,2,1
mw142726.txt,http://www.salesforcesupports.com,33,www.salesforcesupports.com,26,0,com,73.51778656,1,0.5229071,0.062679728,3,1,0,0,0,21,0.636,0,0,0,0,0,1,0.03,0,11,85,1,salesforcesupports,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828189.txt,https://www.townofsteilacoom.org,31,www.townofsteilacoom.org,24,0,org,100,1,0.0799628,0.068595788,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2115,2250,1,townofsteilacoom,100,100,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,9,17,71,0,7,1
63209.txt,https://www.soundslice.com,25,www.soundslice.com,18,0,com,100,1,0.5229071,0.064744352,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,607,3700,1,soundslice,100,100,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,30,1,6,88,1,23,1
mw154847.txt,http://www.rts-me.com,21,www.rts-me.com,14,0,com,80,0.666666667,0.5229071,0.070121191,3,1,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,17,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
69316.txt,https://www.cfp.ca,17,www.cfp.ca,10,0,ca,100,1,0.0101825,0.046341291,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,1446,18348,1,fp,66.66666667,66.66666667,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,9,15,12,136,0,50,1
693930.txt,https://www.brusselsremembers.com,32,www.brusselsremembers.com,25,0,com,100,1,0.5229071,0.062417896,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,210,318,1,brusselsremembers,100,100,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,5,3,3,27,1,9,1
oph05400.txt,https://www.mynetbank.application.online.snmarketingonline.com/,63,www.mynetbank.application.online.snmarketingonline.com,54,0,com,30.47843137,0.391304348,0.5229071,0.061242488,3,4,0,0,0,46,0.73,0,0,0,0,0,5,0.079,1,36,265,1,mynetbankapplicationonlinesnmarketingonline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mw76899.txt,http://www.arquitectosenzapopan.com,34,www.arquitectosenzapopan.com,28,0,com,59.94444444,1,0.5229071,0.062313996,3,1,0,0,0,22,0.647,0,0,0,0,0,1,0.029,0,9,77,1,arquitectosenzapopan,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115007.txt,https://www.premisehealth.com,28,www.premisehealth.com,21,0,com,100,1,0.5229071,0.062575737,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,828,9381,1,premisehealth,100,100,0,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,25,5,11,126,0,141,1
oph01785.txt,http://www.tillysconcept.me/iop/900/,36,www.tillysconcept.me,20,0,me,46.98611111,1,0.0036375,0.052106769,2,1,0,0,0,18,0.5,3,0.083,0,0,0,4,0.111,0,9,87,1,tillysconceptiop900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
497562.txt,https://www.mso.org,18,www.mso.org,11,0,org,100,1,0.0799628,0.076841802,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1164,9381,1,mso,100,100,0,1,1,0,0,1,1,2,1,1,1,1,0,0,0,0,1,20,8,43,136,1,135,1
512476.txt,https://www.bhi.nsw.gov.au,25,www.bhi.nsw.gov.au,18,0,au,100,0.363636364,0.0100856,0.045706159,2,3,0,0,0,10,0.4,0,0,0,0,0,3,0.12,1,1151,4277,1,bhinswgov,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,29,8,16,79,3,90,1
224423.txt,https://www.casio.co.uk,22,www.casio.co.uk,15,0,uk,100,0.75,0.028555,0.072836887,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,2037,26921,1,casioco,0,0,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,1,1,54,10,23,102,3,103,1
76386.txt,https://www.aftenbladet.no,25,www.aftenbladet.no,18,0,no,100,1,0.0023289,0.056497015,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,5231,3423,1,aftebladet,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,17,8,12,146,0,154,1
8004587.txt,https://currently-att-yahoo-upgradesite.webflow.io/,50,currently-att-yahoo-upgradesite.webflow.io,42,0,io,41.5282392,0.307692308,0.0129268,0.056067628,2,1,0,0,0,37,0.74,0,0,0,0,0,5,0.1,1,30,134,1,currently-att-yahoo-upgradesitewebflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
mw214000.txt,http://www.maim.at,17,www.maim.at,11,0,at,74.48979592,1,0.0038776,0.069951275,2,1,0,0,0,5,0.294,0,0,0,0,0,1,0.059,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141508.txt,https://www.redken.com,21,www.redken.com,14,0,com,100,1,0.5229071,0.065012179,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2641,6127,1,redken,100,100,1,0,1,1,0,1,0,2,0,1,1,1,1,0,0,1,1,34,24,20,58,4,17,1
mw74431.txt,http://www.ollorhythm.com,24,www.ollorhythm.com,18,0,com,70.47619048,1,0.5229071,0.058820775,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,2826,1,ollorhythm,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8065347.txt,https://acclaimedfreediskdrive.909392.repl.co/,46,acclaimedfreediskdrive.909392.repl.co,37,0,co,30.78313021,0.852941176,0.0059772,0.049261655,2,2,0,0,0,28,0.609,6,0.13,0,0,0,4,0.087,1,198,869,1,acclaimedfreediskdrive909392repl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
408136.txt,https://www.moveshootmove.com,28,www.moveshootmove.com,21,0,com,100,1,0.5229071,0.069575293,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,4081,9170,1,moveshootmove,100,100,0,0,1,1,0,1,0,30,0,1,1,1,1,1,1,0,1,37,7,31,76,14,80,1
8015732.txt,http://ethereum-che.com,22,ethereum-che.com,16,0,com,82.30698529,0.75,0.5229071,0.066509201,3,0,0,0,0,13,0.591,0,0,0,0,0,2,0.091,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157161.txt,https://www.caregiving.org,25,www.caregiving.org,18,0,org,100,1,0.0799628,0.060168876,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1789,24789,1,caregiving,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,22,49,61,138,1,137,1
440637.txt,https://www.shopdisney.co.uk,27,www.shopdisney.co.uk,20,0,uk,100,0.846153846,0.028555,0.055661242,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,19299,9716,1,shopdisneyco,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,8,4,12,328,36,151,1
648542.txt,https://www.eleaked.com,22,www.eleaked.com,15,0,com,100,1,0.5229071,0.068262264,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,3946,12406,1,eleaked,100,100,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,86,6,10,214,19,232,1
492858.txt,https://www.liedcenter.org,25,www.liedcenter.org,18,0,org,100,1,0.0799628,0.068081052,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,726,11540,1,liedcenter,100,100,1,0,1,0,0,0,0,6,0,1,1,1,0,1,0,0,1,24,7,10,54,0,39,1
812164.txt,https://www.welcome.ruhr,23,www.welcome.ruhr,16,0,ruhr,100,1,0.0000085,0.058757592,4,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,748,2941,1,welcome,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,25,6,12,32,2,11,1
251967.txt,https://www.abatiapp.com,23,www.abatiapp.com,16,0,com,100,1,0.5229071,0.061082392,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,617,361,1,abatiapp,100,100,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,15,4,7,12,0,14,1
7960604.txt,https://healthyfoodscoop.org/itau/banitaweb/,43,healthyfoodscoop.org,20,0,org,41.19727891,1,0.0799628,0.057734477,3,0,0,0,0,32,0.744,0,0,0,0,0,3,0.07,1,167,182,1,healthyfoodscoopitaubanitaweb,0,100,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0
525219.txt,https://www.californiayoungreadermedal.org,41,www.californiayoungreadermedal.org,34,0,org,100,1,0.0799628,0.062892909,3,1,0,0,0,28,0.683,0,0,0,0,0,1,0.024,1,12339,14540,1,califniayoungreadermedal,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,50,4,14,292,0,12,1
mw5515.txt,http://www.trkps.com,19,www.trkps.com,13,0,com,77.28395062,1,0.5229071,0.055560645,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,9,50,1,trkps,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558344.txt,https://www.ottosteininger.com,29,www.ottosteininger.com,22,0,com,100,1,0.5229071,0.069493834,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,862,1902,1,ottosteininger,100,100,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16,17,21,57,1,65,1
817919.txt,https://www.tahoeinfo.com,24,www.tahoeinfo.com,17,0,com,100,1,0.5229071,0.069594111,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,503,9381,1,tahoeinfo,100,100,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,16,10,12,35,1,40,1
mw68744.txt,http://www.pi2023.com,20,www.pi2023.com,14,0,com,78.90909091,1,0.5229071,0.033803627,3,1,0,0,0,4,0.2,4,0.2,0,0,0,1,0.05,0,31,90,1,pi2023,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mw155138.txt,http://www.516abc.com,21,www.516abc.com,14,0,com,80,1,0.5229071,0.046422943,3,1,0,0,0,6,0.286,3,0.143,0,0,0,1,0.048,0,14,1035,1,516abc,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mw79580.txt,http://www.shopping.hn,21,www.shopping.hn,15,0,hn,84.29752066,1,0.0000463,0.044965797,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413660.txt,https://www.economicstrategygroup.org,36,www.economicstrategygroup.org,29,0,org,100,1,0.0799628,0.064230304,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,874,2669,1,economicstrategygroup,100,100,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38,7,14,77,0,82,1
592225.txt,https://www.stitchingsabbatical.com,34,www.stitchingsabbatical.com,27,0,com,100,1,0.5229071,0.058561188,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,932,17395,1,stitchingsabbatical,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,30,32,33,64,0,103,1
mw131185.txt,http://www.irpay.ml,18,www.irpay.ml,12,0,ml,75,1,0.0001306,0.051191477,2,1,0,0,0,6,0.333,0,0,0,0,0,1,0.056,0,8,49,1,irpay,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
817745.txt,https://www.emart.my,19,www.emart.my,12,0,my,100,1,0.0007497,0.068610527,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,945,6068,1,eart,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,51,2,3,40,2,37,1
oph08753.txt,https://onlinequranteaching.com/public/oipggzgm5obdpodxowgv43vpdxipvaid,71,onlinequranteaching.com,23,0,com,32.404258,1,0.5229071,0.046214161,3,0,0,0,0,57,0.803,3,0.042,0,0,0,3,0.042,1,13,115,1,onlinequranteachingpublicoipggzgm5obdpodxowgv43vpdxipvaid,0,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
760495.txt,https://www.sibatetu.co.jp,25,www.sibatetu.co.jp,18,0,jp,100,0.818181818,0.0230451,0.057783927,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,353,289,1,sibatetuco,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,19,1,7,12,4,12,1
754179.txt,https://www.elmasacre.com,24,www.elmasacre.com,17,0,com,100,1,0.5229071,0.073861374,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,19718,10640,1,elmasacre,100,100,0,1,1,0,0,1,0,2,1,1,1,0,1,0,0,0,1,124,14,25,412,24,416,1
mw46599.txt,http://www.dynamic-dns.net,25,www.dynamic-dns.net,19,0,net,80.33333333,0.727272727,0.0384199,0.055923735,3,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,16,50,1,dynamic-dns,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606939.txt,https://www.glowgirlfibers.com,29,www.glowgirlfibers.com,22,0,com,100,1,0.5229071,0.054012613,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,8252,12924,1,glowgirlfibers,100,100,1,1,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,39,3,17,56,246,16,1
399374.txt,https://www.railsmachine.com,27,www.railsmachine.com,20,0,com,100,1,0.5229071,0.066492225,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,581,712,1,railsmachine,100,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,11,10,32,1,7,1
737237.txt,https://www.peoplecert.org,25,www.peoplecert.org,18,0,org,100,1,0.0799628,0.068190224,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,4913,554,1,peoplecert,100,100,1,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,92,4,16,222,0,19,1
238269.txt,https://www.unicorncraftsart.com,31,www.unicorncraftsart.com,24,0,com,100,1,0.5229071,0.064631144,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,432,393,1,unirncraftsart,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,30,17,28,40,1,44,1
626931.txt,https://www.werkvoll-designshop.de,33,www.werkvoll-designshop.de,26,0,de,100,0.578947368,0.0326503,0.04941673,2,1,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,6230,2438,1,werkvoll-esignshop,0,0,0,1,1,0,0,1,0,3,1,1,1,1,1,0,0,0,0,116,15,12,128,8,86,1
579089.txt,https://www.collingsguitars.com,30,www.collingsguitars.com,23,0,com,100,1,0.5229071,0.059916095,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1324,642,1,llingsguitars,86.66666667,86.66666667,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,186,7,14,322,4,35,1
472693.txt,https://www.computationalcomplexity.org,38,www.computationalcomplexity.org,31,0,org,100,1,0.0799628,0.061095589,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,281,217,1,computationalcomplexity,100,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,12,0,27,1
249469.txt,https://www.passverifier.com,27,www.passverifier.com,20,0,com,100,1,0.5229071,0.060603042,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,240,182,1,passverifier,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,7,3,0,6,1
505275.txt,https://www.stepes.com,21,www.stepes.com,14,0,com,100,1,0.5229071,0.068193213,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2180,8047,1,stepes,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,28,6,8,246,4,56,1
148351.txt,https://www.cac.cornell.edu,26,www.cac.cornell.edu,19,0,edu,100,0.727272727,0.0115013,0.068086707,3,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,372,301,1,caccornell,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,2,2,22,0,21,1
8030006.txt,https://dev-mslvn.pantheonsite.io/wp-login.php?nocache=1672671860926,67,dev-mslvn.pantheonsite.io,25,0,io,33.94535519,0.590909091,0.0129268,0.043151876,2,1,0,0,0,39,0.582,12,0.179,1,1,0,6,0.119,1,141,161,1,dev-mslvnpantheonsitewp-loginphp?nocache=167267186092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
851447.txt,https://www.mimivanderhaven.com,30,www.mimivanderhaven.com,23,0,com,100,1,0.5229071,0.060023831,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,509,383,1,mimivanderhaven,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,18,2,6,43,0,20,1
232689.txt,https://www.pressplayontape.com,30,www.pressplayontape.com,23,0,com,100,1,0.5229071,0.061000741,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,141,751,1,pressplayontape,100,100,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,4,0,3,18,1
149747.txt,https://www.chessvariants.com,28,www.chessvariants.com,21,0,com,100,1,0.5229071,0.062682073,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,426,2609,1,chessvariants,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,23,2,4,121,0,12,1
mw105915.txt,http://www.refinanceworth.com,29,www.refinanceworth.com,22,0,com,73.03443795,1,0.5229071,0.063523487,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,9,111,1,refinanceworth,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
842913.txt,https://www.neocleous.com,24,www.neocleous.com,17,0,com,100,1,0.5229071,0.074529059,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1031,650,1,neocleous,100,100,0,0,1,1,0,1,0,2,0,1,0,1,0,1,0,0,1,16,1,4,59,4,34,1
151969.txt,https://www.spacefuture.com,26,www.spacefuture.com,19,0,com,100,1,0.5229071,0.06037383,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,531,749,1,spacefuture,100,100,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,3,2,126,0,18,1
8011284.txt,https://pastseveralparallelport--reloadtivebip.repl.co,53,pastseveralparallelport--reloadtivebip.repl.co,46,0,co,28.98596939,0.581395349,0.0059772,0.058360339,2,1,0,0,0,41,0.774,0,0,0,0,0,4,0.075,1,198,869,1,pastseveralparallelport--reloadtivebiprepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw99292.txt,http://www.centralbancshares.com,31,www.centralbancshares.com,25,0,com,72.50051536,1,0.5229071,0.065245077,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388438.txt,https://www.azerpost.az,22,www.azerpost.az,15,0,az,100,1,0.0001673,0.0619575,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2371,29653,1,zerpost,87.5,87.5,1,0,1,0,0,0,0,8,0,1,1,1,0,1,1,0,1,28,3,7,7,1,18,1
mw1jan1145.txt,http://www.stills.com.au,23,www.stills.com.au,17,0,au,92.1386306,0.7,0.0100856,0.063376713,2,2,0,0,0,10,0.435,0,0,0,0,0,2,0.087,0,9,76,1,stillscom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8083138.txt,https://azulkiteboarding.com/ovv0j0rpv7dvr6qp7suihsov6f8rtl9xdlusqwz3scxydgy179kxec1oneu1amwsgnsm8mkststawqbwdkc2nk2t1bopeyqetym6nza/?456ty289hyu=45vgi90k2ed&x=vhv,163,azulkiteboarding.com,20,0,com,8.479308413,1,0.5229071,0.033625279,3,0,0,0,0,118,0.724,30,0.184,2,1,0,4,0.043,1,9,171,1,azulkiteboardingovv0j0rpv7dvr6qp7suihsov6f8rtl9xdlusqwz3scxydgy179kxec1oneu1amwsgnsm8mkststawqbwdkc2nk2t1bopeyqetym6nza?456ty289hyu=45vgi90k2ed&x=vhv,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862139.txt,https://www.continentalharmony.org,33,www.continentalharmony.org,26,0,org,100,1,0.0799628,0.065122377,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,889,17161,1,continentalharmony,100,100,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,24,11,23,73,2,91,1
745832.txt,https://www.schiedam.com,23,www.schiedam.com,16,0,com,100,1,0.5229071,0.065369226,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1080,3846,1,schiedam,100,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,31,4,7,46,0,19,1
151788.txt,https://www.howardzinn.org,25,www.howardzinn.org,18,0,org,100,1,0.0799628,0.054891211,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1043,9381,1,howardzinn,100,100,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,28,20,22,76,0,74,1
66445.txt,https://www.timeme.app,21,www.timeme.app,14,0,app,100,1,0.001502,0.065917534,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,730,202,1,timeme,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,4,7,13,0,2,47,1
418023.txt,https://www.wilson-center.com,28,www.wilson-center.com,21,0,com,100,0.538461538,0.5229071,0.066747146,3,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,1768,17124,1,wilson-center,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,20,4,19,102,27,33,1
mw141734.txt,http://www.c.vyioy.com,21,www.c.vyioy.com,15,0,com,63.63636364,0.857142857,0.5229071,0.056469529,3,2,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612321.txt,https://www.penneydouglas.com,28,www.penneydouglas.com,21,0,com,100,1,0.5229071,0.058708814,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1581,8047,1,penneydouglas,100,100,0,1,1,0,0,1,1,3,0,1,1,1,0,1,1,0,0,43,3,8,424,0,538,1
mw182629.txt,http://www.mbmb99.com,20,www.mbmb99.com,14,0,com,80,1,0.5229071,0.043210358,3,1,0,0,0,6,0.3,2,0.1,0,0,0,1,0.05,0,9,37,1,mbmb99,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw68579.txt,http://www.michkatravel.com,26,www.michkatravel.com,20,0,com,80.22222222,1,0.5229071,0.059741732,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
